bodyID,weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth
ANSURI_fem_1693,69.73,153.94,37.44,97.4,89.21,102.0,106.98,62.97,41.52,40.75,22.95,26.9,15.2,13.02,53.36,22.75,71.7,36.86,36.94,24.76,53.94
ANSURI_fem_1694,57.99,158.27,35.23,82.97,69.33,94.78,99.63,58.6,39.81,36.04,19.45,27.22,14.57,13.8,54.3,24.37,74.79,38.2,37.69,21.13,54.11
ANSURI_fem_1695,58.61,153.92,35.12,87.93,80.21,96.34,98.62,58.11,38.52,35.76,20.08,24.4,14.46,12.18,54.16,23.72,73.48,35.02,37.39,22.8,54.28
ANSURI_fem_1696,65.09,162.43,34.68,92.29,83.6,100.82,104.17,58.17,37.83,35.51,20.01,23.29,14.44,14.84,55.81,24.26,75.56,42.1,37.49,24.23,52.38
ANSURI_fem_1697,59.4,165.66,35.21,86.95,69.91,96.92,99.55,56.2,37.0,32.9,19.24,24.71,14.62,13.99,56.66,25.16,82.83,37.75,42.05,24.2,55.96
ANSURI_fem_1698,92.23,170.96,40.49,106.64,94.97,114.72,113.97,69.01,44.55,40.34,23.05,30.54,17.14,13.12,61.56,26.89,81.71,39.5,40.12,29.81,56.98
ANSURI_fem_1699,62.13,164.82,35.85,86.8,79.07,97.8,102.49,57.38,38.53,34.18,19.78,24.24,14.76,14.88,53.9,24.71,77.84,40.65,38.46,22.0,54.38
ANSURI_fem_1700,67.66,163.95,36.86,96.02,84.1,102.55,103.92,59.45,36.18,35.83,20.42,23.98,13.82,12.63,56.19,23.47,77.91,37.36,39.21,26.2,56.82
ANSURI_fem_1701,56.06,158.91,35.29,90.26,76.96,93.25,98.27,53.26,35.56,32.2,19.13,23.84,14.67,13.98,53.04,23.31,74.87,37.41,37.07,24.03,54.3
ANSURI_fem_1702,64.51,154.61,35.6,93.35,89.12,99.96,99.67,61.56,39.15,34.67,19.91,25.82,14.69,12.46,52.75,22.62,70.72,37.35,36.61,26.29,54.41
ANSURI_fem_1703,52.04,157.1,33.12,80.12,67.81,94.87,92.68,55.01,36.09,33.64,19.37,24.11,14.62,13.77,48.37,20.9,71.04,40.09,34.41,20.38,52.26
ANSURI_fem_1704,54.75,157.41,34.85,84.96,70.11,93.25,96.87,54.82,36.02,34.76,20.97,24.32,14.62,13.32,53.62,23.02,72.82,36.42,35.06,22.24,55.97
ANSURI_fem_1705,58.72,156.86,34.53,87.24,79.15,99.4,93.8,59.18,37.66,34.1,20.06,23.12,14.05,12.63,50.77,21.92,74.19,36.79,37.13,22.75,55.34
ANSURI_fem_1706,56.35,158.0,34.89,88.67,72.27,92.07,100.33,55.19,36.73,35.33,19.83,25.46,14.61,13.09,51.25,22.45,75.1,38.73,36.46,22.92,54.38
ANSURI_fem_1707,64.2,159.78,36.49,95.22,79.37,99.19,104.49,58.51,37.92,35.0,20.1,24.96,15.64,13.86,53.08,23.38,73.26,37.88,37.19,25.14,54.68
ANSURI_fem_1708,68.53,161.32,36.13,90.56,91.09,102.87,102.92,62.13,40.67,36.25,20.44,25.13,14.63,14.0,53.86,24.29,77.31,38.14,38.52,24.2,55.2
ANSURI_fem_1709,65.33,166.0,34.91,85.49,70.6,98.11,100.85,60.65,42.18,40.12,22.48,26.25,16.0,13.41,55.65,24.97,79.44,38.39,39.45,22.02,55.45
ANSURI_fem_1710,61.35,160.37,34.73,91.06,80.82,97.31,99.76,56.74,39.15,33.49,18.9,24.7,14.97,14.44,53.07,22.32,74.42,41.03,35.13,24.47,52.76
ANSURI_fem_1711,46.71,158.25,33.5,78.89,67.3,84.14,93.81,49.24,33.1,30.73,18.57,24.13,14.23,13.7,53.42,23.89,77.07,36.57,39.37,21.74,52.9
ANSURI_fem_1712,72.48,173.22,37.01,94.95,82.35,102.09,104.35,58.95,39.43,38.02,21.75,26.98,15.57,15.2,61.18,26.41,83.27,41.51,41.37,25.08,55.84
ANSURI_fem_1713,52.3,156.98,34.51,88.68,65.94,87.83,94.37,54.17,35.9,35.0,19.61,24.83,14.4,12.82,52.25,22.35,77.21,36.26,38.62,23.74,54.48
ANSURI_fem_1714,58.58,165.04,35.3,87.49,70.21,92.16,98.8,57.27,37.19,34.28,19.98,25.08,15.26,12.28,55.18,23.59,78.43,40.13,39.76,22.38,54.04
ANSURI_fem_1715,68.58,165.83,38.87,106.45,84.16,97.6,108.74,55.67,36.23,35.1,20.48,25.71,15.04,14.28,57.69,25.22,81.61,38.46,41.51,28.09,54.6
ANSURI_fem_1716,60.23,163.47,36.82,87.38,72.42,93.95,100.37,56.49,38.05,36.09,22.21,25.57,16.28,14.49,50.87,21.41,74.85,41.47,38.25,22.29,54.38
ANSURI_fem_1717,60.27,167.77,35.83,87.37,74.79,96.0,101.62,55.25,36.16,33.47,20.39,23.84,15.39,14.77,57.31,25.18,81.68,40.11,41.69,22.25,52.57
ANSURI_fem_1718,70.66,164.98,38.72,96.11,84.69,100.25,107.61,58.55,39.31,37.21,21.6,27.28,15.87,12.92,55.86,24.0,77.7,39.93,38.96,25.81,56.06
ANSURI_fem_1719,62.33,167.69,36.25,88.86,77.06,94.58,101.57,55.47,36.76,35.8,19.93,26.1,14.87,12.88,57.35,24.95,81.01,41.35,40.3,23.77,53.76
ANSURI_fem_1720,70.21,157.45,38.13,106.31,91.42,102.67,107.43,61.14,36.8,35.32,20.84,26.44,15.5,12.95,54.03,23.58,74.75,35.45,39.67,28.44,52.87
ANSURI_fem_1721,40.07,146.9,32.01,75.24,68.88,82.16,85.52,48.26,30.78,30.04,18.17,21.07,12.81,11.44,48.47,20.96,70.84,33.18,35.26,19.86,53.92
ANSURI_fem_1722,66.95,150.71,36.98,102.91,90.25,101.03,106.12,59.35,39.55,37.38,20.23,26.51,14.26,13.09,50.99,21.36,68.94,36.99,35.13,28.88,54.18
ANSURI_fem_1723,61.2,162.54,36.1,93.72,76.92,95.07,100.1,56.38,37.0,34.17,19.94,25.21,14.58,13.12,53.0,22.89,77.44,39.02,39.83,25.5,55.18
ANSURI_fem_1724,59.8,160.89,35.76,90.28,77.1,94.45,99.43,56.63,35.0,36.41,20.58,24.36,14.97,12.72,53.39,22.94,76.42,39.77,39.89,23.98,54.94
ANSURI_fem_1725,42.68,152.28,34.48,79.8,67.06,81.51,91.7,47.73,30.59,29.19,17.82,23.82,13.9,13.42,49.12,21.71,71.71,37.11,36.81,19.85,52.02
ANSURI_fem_1726,43.68,148.3,32.92,80.11,65.48,84.53,91.1,51.62,31.87,30.18,17.82,23.66,13.61,11.88,48.25,21.11,69.87,36.79,35.87,20.9,51.47
ANSURI_fem_1727,61.44,160.05,34.41,88.01,72.64,102.95,96.18,60.77,37.62,33.76,19.16,24.46,14.93,11.87,55.83,24.91,79.58,35.79,39.69,24.52,53.45
ANSURI_fem_1728,56.88,157.51,35.49,85.09,74.3,92.55,100.92,56.22,36.51,34.57,20.47,26.39,15.59,13.65,53.87,23.84,76.9,36.16,38.91,22.97,55.11
ANSURI_fem_1729,57.97,161.77,35.93,89.38,75.48,90.81,100.66,56.01,35.66,34.12,20.35,25.35,15.32,14.74,53.76,23.89,77.98,39.0,39.34,24.17,53.36
ANSURI_fem_1730,52.69,163.43,34.23,83.72,68.74,88.61,98.7,52.0,33.55,32.3,19.4,25.19,15.08,15.17,56.94,25.56,80.46,38.14,40.15,21.71,55.97
ANSURI_fem_1731,60.57,151.61,34.69,93.85,82.22,97.71,102.11,59.49,38.89,35.84,19.65,25.71,14.13,13.1,50.99,21.92,73.69,36.11,37.82,25.57,52.6
ANSURI_fem_1732,50.49,153.3,34.51,80.59,65.6,89.69,96.77,55.36,36.18,33.22,19.15,23.26,14.7,13.87,50.54,22.52,72.32,37.66,36.41,21.47,53.02
ANSURI_fem_1733,56.73,159.28,34.95,85.18,69.26,93.8,97.95,56.52,38.18,35.77,20.66,25.15,15.0,13.05,51.77,22.98,76.42,37.01,37.62,21.96,55.79
ANSURI_fem_1734,57.82,157.39,35.65,90.97,78.02,94.29,100.2,55.82,36.41,34.49,19.58,24.51,14.84,13.8,50.92,22.41,77.53,37.35,39.87,24.19,54.26
ANSURI_fem_1735,54.96,152.72,34.4,88.45,73.19,92.45,98.81,56.0,37.38,36.14,20.1,23.8,13.79,13.11,51.37,22.21,72.23,36.37,37.24,22.77,54.33
ANSURI_fem_1736,51.94,157.67,34.6,84.23,70.93,86.98,98.53,52.47,35.76,34.41,19.74,24.73,13.94,15.31,53.84,24.45,78.93,36.06,38.69,23.31,53.92
ANSURI_fem_1737,58.08,159.87,35.49,88.76,75.58,91.39,98.71,55.68,36.44,37.54,21.16,24.56,14.53,14.32,50.91,21.92,73.75,41.52,37.79,23.54,54.46
ANSURI_fem_1738,50.27,161.75,33.71,82.82,70.16,87.74,93.47,50.61,33.46,32.82,19.26,23.44,14.67,13.21,54.78,23.53,78.89,37.74,39.98,21.01,53.68
ANSURI_fem_1739,60.52,160.21,34.88,85.32,73.1,95.94,99.98,60.12,39.46,36.17,20.58,25.52,14.93,14.19,55.79,24.81,78.47,38.38,40.13,22.34,54.02
ANSURI_fem_1740,48.9,155.34,33.65,83.27,70.09,87.95,90.45,52.74,34.26,32.23,19.35,22.95,14.19,11.84,50.63,22.11,75.19,36.55,38.52,21.71,52.56
ANSURI_fem_1741,48.52,149.36,33.34,84.0,72.04,89.09,96.5,53.31,34.02,33.32,19.1,22.98,13.7,12.47,49.0,21.55,72.91,34.57,36.27,21.41,51.02
ANSURI_fem_1742,68.59,163.33,36.94,98.19,85.36,99.78,98.44,60.19,40.98,38.98,21.16,24.68,14.53,12.75,55.13,24.31,80.32,37.98,40.22,27.05,54.85
ANSURI_fem_1743,53.24,158.79,33.53,85.81,71.41,92.28,94.62,54.31,34.4,33.91,19.81,23.52,14.02,13.41,51.23,22.63,75.65,36.45,38.17,22.77,54.21
ANSURI_fem_1744,66.84,169.99,36.3,92.37,81.43,97.42,104.66,57.1,37.2,36.23,22.02,24.76,15.51,13.86,58.74,24.55,81.21,41.68,41.82,23.77,55.19
ANSURI_fem_1745,49.82,158.13,33.36,83.64,66.68,87.42,94.73,52.37,34.66,32.03,19.31,23.39,14.53,12.3,55.44,24.03,77.78,37.94,38.81,21.28,52.64
ANSURI_fem_1746,67.77,161.72,37.89,94.68,89.98,100.97,105.49,59.16,38.6,35.4,21.04,25.41,14.96,14.55,53.38,23.36,75.21,38.52,38.48,23.92,55.04
ANSURI_fem_1747,46.33,152.85,32.86,78.87,70.37,84.38,88.77,50.86,35.42,32.99,19.53,22.73,14.18,12.45,51.9,23.29,72.93,35.55,36.4,20.56,53.65
ANSURI_fem_1748,50.14,159.7,33.99,83.32,69.98,87.28,96.79,52.24,33.43,31.71,18.69,23.63,14.75,14.13,56.08,25.98,81.62,36.74,41.39,21.15,53.28
ANSURI_fem_1749,56.03,169.72,33.87,82.48,68.85,93.38,95.67,55.23,35.99,32.16,19.59,22.18,13.9,14.1,56.18,24.35,82.29,42.04,41.15,21.53,54.16
ANSURI_fem_1750,64.34,168.2,36.37,87.34,73.72,98.5,101.79,59.9,37.56,36.11,20.84,24.52,14.71,14.69,58.26,26.3,83.49,38.58,44.18,23.35,56.05
ANSURI_fem_1751,60.12,160.99,34.56,86.56,83.31,99.03,98.13,56.13,35.95,33.61,20.66,24.06,14.47,14.41,53.74,23.44,76.16,39.77,37.87,22.89,54.48
ANSURI_fem_1752,61.88,166.05,36.81,86.3,78.8,97.32,102.19,56.91,36.11,32.82,19.78,25.45,15.21,14.51,60.16,28.17,83.36,37.21,41.81,23.69,56.35
ANSURI_fem_1753,70.44,160.43,38.58,96.97,86.83,102.45,110.22,62.1,39.57,38.09,21.32,27.25,15.1,14.55,55.76,24.86,77.19,35.93,39.13,24.08,55.83
ANSURI_fem_1754,54.03,152.14,32.72,79.31,71.5,94.33,94.86,58.45,39.75,35.6,19.96,24.98,14.43,13.51,51.99,22.69,72.78,35.51,37.71,20.84,53.22
ANSURI_fem_1755,58.02,161.08,35.32,91.65,72.85,93.07,101.6,55.35,35.99,33.76,19.19,25.22,14.48,14.41,55.35,24.38,78.15,37.72,39.68,23.91,55.98
ANSURI_fem_1756,47.5,151.21,34.5,84.57,71.7,83.57,96.16,49.85,33.36,31.77,18.87,23.92,14.39,12.61,52.06,22.37,71.82,35.41,35.59,22.52,54.49
ANSURI_fem_1757,53.52,150.45,33.51,87.09,69.5,94.14,99.56,57.28,36.03,33.72,18.92,24.35,14.02,13.34,51.9,22.87,73.98,34.34,38.04,24.26,52.71
ANSURI_fem_1758,64.37,162.87,37.63,94.71,79.98,94.62,105.11,56.26,38.23,37.81,21.64,26.68,15.49,14.92,56.16,24.98,77.66,38.86,40.19,24.3,53.78
ANSURI_fem_1759,53.31,162.54,35.41,83.65,73.63,89.08,95.32,54.37,34.92,32.82,19.53,24.01,14.5,14.19,55.06,26.16,83.8,36.82,42.59,22.19,53.59
ANSURI_fem_1760,64.83,160.38,35.61,89.16,81.82,103.43,100.73,61.32,39.13,34.75,19.34,25.22,14.11,13.35,51.82,22.68,74.7,38.13,38.86,23.2,55.34
ANSURI_fem_1761,55.54,166.13,34.7,81.83,70.61,91.61,95.17,53.9,36.07,35.02,19.86,24.53,14.23,13.98,55.5,24.59,81.75,38.59,40.16,21.9,56.76
ANSURI_fem_1762,62.17,162.27,35.85,86.32,76.69,98.62,99.72,58.47,38.57,36.77,20.65,25.94,15.15,14.53,55.66,25.3,76.35,39.68,38.93,21.91,53.6
ANSURI_fem_1763,57.66,155.72,35.74,90.88,79.68,93.42,99.89,55.15,36.84,33.74,19.41,25.79,14.93,12.98,52.5,22.43,73.4,37.19,36.67,23.98,55.03
ANSURI_fem_1764,48.98,150.92,32.44,88.55,71.44,90.72,92.39,52.93,32.57,32.31,18.57,22.11,13.6,12.37,51.24,22.79,73.31,35.57,37.82,23.21,51.69
ANSURI_fem_1765,70.75,165.17,38.48,93.55,87.08,101.91,106.26,60.39,39.04,37.9,21.94,27.37,15.72,13.91,56.97,25.15,80.64,37.66,40.67,24.8,57.56
ANSURI_fem_1766,69.93,171.76,36.44,90.18,80.41,103.33,101.38,61.76,39.99,35.71,20.5,25.35,14.77,13.89,55.39,24.52,81.97,41.52,41.05,23.32,55.97
ANSURI_fem_1767,58.3,163.69,35.42,85.29,72.62,92.06,101.44,56.29,36.65,36.07,20.89,24.46,14.78,12.89,54.55,23.64,78.64,38.28,39.44,21.61,55.39
ANSURI_fem_1768,66.93,167.95,35.85,87.74,74.01,100.24,102.86,61.84,39.59,36.91,21.04,26.77,14.95,15.0,58.1,25.9,82.1,40.28,41.34,23.37,55.21
ANSURI_fem_1769,50.04,157.22,32.68,78.93,73.36,90.24,89.75,52.71,34.09,33.96,20.34,22.27,14.48,12.43,54.6,24.06,77.65,36.5,39.7,20.89,53.22
ANSURI_fem_1770,68.73,158.33,38.23,96.04,81.17,103.26,108.4,64.62,39.46,35.63,20.4,27.02,15.04,14.24,51.45,22.23,74.22,37.22,37.4,24.72,56.26
ANSURI_fem_1771,51.89,155.15,33.27,82.21,75.45,92.12,95.72,54.11,34.97,32.2,18.94,24.18,14.55,13.16,52.53,22.37,75.16,37.16,39.26,21.04,52.2
ANSURI_fem_1772,53.3,152.98,35.88,84.32,72.04,90.19,97.59,56.13,38.05,36.04,19.06,22.97,13.65,12.9,50.74,21.99,72.52,36.26,35.96,21.21,55.58
ANSURI_fem_1773,68.45,162.23,36.91,88.27,83.19,103.14,102.6,62.17,42.16,35.83,21.43,25.79,16.03,13.26,57.34,25.37,79.01,35.31,40.08,23.82,56.72
ANSURI_fem_1774,59.45,161.92,36.1,90.07,75.53,94.31,102.04,56.6,35.67,33.03,19.78,24.21,14.71,13.51,55.53,24.51,77.65,39.54,41.0,23.74,54.57
ANSURI_fem_1775,44.81,155.11,32.59,79.42,65.37,84.73,91.82,49.06,32.11,30.85,19.7,21.74,14.17,14.14,50.8,22.47,73.5,37.55,36.13,20.68,53.03
ANSURI_fem_1776,51.08,160.13,34.26,82.88,67.36,88.38,96.54,52.85,35.31,32.12,19.14,22.94,14.05,14.12,50.3,22.23,76.15,38.85,38.49,21.53,54.94
ANSURI_fem_1777,58.62,157.99,35.47,88.77,73.31,94.6,100.4,55.36,37.84,36.31,21.59,26.56,15.39,14.44,53.02,23.59,75.25,37.74,37.6,23.62,54.24
ANSURI_fem_1778,56.16,161.3,35.78,84.49,70.14,90.61,102.13,53.99,36.43,34.81,19.42,26.77,15.34,13.21,56.23,24.0,79.9,36.93,39.57,21.71,56.81
ANSURI_fem_1779,52.64,156.89,35.85,84.84,73.45,89.58,97.36,52.16,34.9,32.76,18.94,25.19,15.1,13.04,54.18,25.14,77.14,35.48,38.18,23.12,54.16
ANSURI_fem_1780,65.92,163.86,36.32,94.94,84.85,100.16,103.66,57.88,36.93,33.52,19.98,25.77,14.61,13.08,54.26,23.65,77.01,38.34,39.6,25.48,55.66
ANSURI_fem_1781,49.87,149.85,33.24,85.12,67.63,90.53,96.78,55.25,34.99,33.19,18.76,22.92,14.02,13.39,50.1,21.84,70.86,36.67,37.0,21.79,51.77
ANSURI_fem_1782,60.62,161.97,36.65,91.21,80.2,93.79,100.19,57.19,35.46,34.64,20.42,25.46,14.69,12.8,54.68,24.16,78.08,38.09,39.15,24.66,53.97
ANSURI_fem_1783,67.59,165.6,36.24,91.43,79.21,101.16,103.13,61.76,38.21,36.82,21.7,25.12,14.62,14.52,55.88,24.6,76.99,41.17,39.28,23.87,56.46
ANSURI_fem_1784,57.41,165.1,34.95,86.39,72.97,92.71,99.76,56.17,35.0,33.42,18.79,24.68,14.23,13.89,58.17,25.73,84.17,40.05,42.69,22.6,54.01
ANSURI_fem_1785,70.81,161.07,36.72,98.27,84.72,105.88,102.75,63.29,38.6,36.46,20.26,26.42,15.37,13.09,56.6,24.87,75.81,36.01,39.21,27.46,54.63
ANSURI_fem_1786,65.3,169.96,34.68,92.5,73.98,98.77,101.25,59.41,37.16,35.87,19.97,25.75,15.55,14.88,58.95,25.14,80.46,41.91,41.64,23.44,54.12
ANSURI_fem_1787,47.55,158.47,32.43,80.17,67.05,85.66,90.4,50.68,33.69,32.75,19.23,23.42,14.36,12.88,52.19,23.3,74.43,39.87,38.02,20.52,52.77
ANSURI_fem_1788,58.08,166.8,35.63,87.07,73.32,93.14,94.27,54.23,36.71,34.59,21.1,23.66,15.35,12.95,56.02,24.8,81.15,38.93,40.63,23.54,53.05
ANSURI_fem_1789,59.23,165.25,36.07,86.67,81.25,93.69,98.37,54.16,36.05,34.35,19.73,23.24,14.3,13.61,53.43,23.3,77.55,41.0,39.84,22.34,55.09
ANSURI_fem_1790,56.65,154.55,35.53,89.04,73.89,90.99,97.94,54.35,38.35,36.1,21.85,25.99,16.09,12.9,51.78,22.52,71.53,38.68,36.25,23.97,55.9
ANSURI_fem_1791,51.87,159.52,33.47,84.89,75.5,89.65,96.19,51.99,33.61,31.23,18.1,23.98,14.1,13.92,57.33,25.35,79.33,38.95,41.36,21.76,53.94
ANSURI_fem_1792,55.17,165.2,34.71,85.67,69.62,90.09,100.47,53.9,34.52,34.53,19.6,24.31,14.18,14.74,55.44,24.93,80.92,39.56,40.81,21.45,54.19
ANSURI_fem_1793,56.71,167.72,35.19,84.69,72.66,92.35,99.1,53.05,33.8,34.56,19.89,23.79,14.19,13.59,58.52,25.27,82.51,41.06,42.22,22.02,52.91
ANSURI_fem_1794,71.52,164.71,38.07,90.35,80.9,105.04,107.9,63.55,39.76,38.56,22.37,27.09,16.16,15.83,54.88,24.03,78.06,38.73,40.03,23.11,56.31
ANSURI_fem_1795,54.84,174.32,34.76,81.43,71.82,90.49,97.34,51.65,32.46,30.92,19.13,24.39,15.14,14.1,60.57,27.44,89.28,38.29,45.19,21.42,55.63
ANSURI_fem_1796,66.44,166.45,36.85,95.56,79.47,96.4,103.61,56.61,38.15,36.25,22.17,26.26,15.65,14.03,57.43,25.21,78.3,40.12,39.22,26.11,57.24
ANSURI_fem_1797,63.78,169.46,34.87,84.16,77.15,100.79,100.73,57.92,37.33,35.33,20.68,25.48,15.06,15.35,55.06,23.43,81.55,40.54,40.93,22.15,55.02
ANSURI_fem_1798,60.13,164.01,36.21,88.45,73.14,96.51,101.2,57.49,36.1,33.7,19.74,24.49,14.68,13.67,54.47,23.87,78.14,40.05,39.14,23.22,52.63
ANSURI_fem_1799,58.9,162.14,36.05,92.22,76.47,92.88,104.12,54.02,35.22,33.64,19.29,25.03,14.64,13.82,53.56,23.42,76.6,37.75,39.71,24.22,54.01
ANSURI_fem_1800,62.36,166.2,36.67,89.88,75.55,95.16,102.72,56.72,37.63,34.52,20.27,25.58,15.77,14.29,55.22,24.11,79.86,39.12,41.05,24.08,54.29
ANSURI_fem_1801,62.72,151.27,35.24,89.98,88.24,98.87,104.39,60.78,40.44,37.21,20.66,24.07,14.31,13.74,50.35,20.92,70.35,39.48,35.63,23.49,53.4
ANSURI_fem_1802,61.2,164.04,36.3,90.3,77.76,94.88,96.99,57.77,37.18,34.89,20.09,25.31,14.66,12.6,55.0,24.28,78.83,38.9,40.45,24.02,54.83
ANSURI_fem_1803,68.78,173.44,37.39,89.75,76.92,98.08,103.54,58.25,38.72,38.1,22.03,26.62,16.53,13.83,59.23,25.46,85.07,41.71,42.99,23.81,56.08
ANSURI_fem_1804,62.1,166.37,35.09,86.48,72.21,95.74,102.52,58.33,37.83,35.85,20.75,26.11,15.16,14.61,59.38,26.4,81.78,39.17,41.64,22.56,54.62
ANSURI_fem_1805,55.04,159.47,33.41,85.41,69.06,92.38,97.46,56.86,34.78,35.23,19.94,24.87,14.37,14.32,54.38,24.53,79.37,37.18,41.01,23.14,52.57
ANSURI_fem_1806,56.41,171.12,36.41,83.68,70.93,89.52,98.99,52.45,34.06,32.95,20.16,25.03,15.1,14.59,58.57,26.99,84.66,40.32,43.79,22.02,54.76
ANSURI_fem_1807,51.85,150.45,34.0,82.5,74.46,93.86,93.5,56.08,36.97,33.53,19.69,23.85,14.14,13.51,48.47,21.68,72.33,34.02,36.68,22.27,52.1
ANSURI_fem_1808,62.16,162.1,35.92,87.72,79.06,96.1,99.29,59.1,40.44,35.52,20.49,24.32,13.97,13.36,51.25,21.83,76.25,40.42,39.93,23.05,55.23
ANSURI_fem_1809,50.84,155.2,34.77,82.15,66.88,87.19,95.38,52.44,36.41,35.75,21.3,24.26,15.01,13.91,49.62,21.2,71.34,36.63,35.07,22.33,55.13
ANSURI_fem_1810,54.11,163.42,33.25,83.02,67.85,90.77,93.02,55.75,36.61,33.82,20.15,23.36,14.33,13.55,52.59,24.52,81.01,39.8,41.57,21.98,55.76
ANSURI_fem_1811,55.32,160.84,35.22,85.74,71.92,92.85,97.32,54.3,36.6,34.59,19.27,23.72,14.07,12.94,56.09,24.19,80.41,35.01,39.83,22.55,54.58
ANSURI_fem_1812,59.22,164.62,35.34,85.48,70.72,92.85,100.34,56.0,37.93,36.67,21.82,24.71,15.37,14.24,56.35,24.55,79.45,39.35,40.43,22.49,53.37
ANSURI_fem_1813,71.06,158.95,37.85,94.14,84.27,104.47,107.99,64.31,42.63,38.35,21.29,27.02,15.13,14.7,54.14,23.69,76.13,36.49,39.05,24.86,54.1
ANSURI_fem_1814,63.23,165.82,37.32,89.8,73.56,96.27,102.44,57.88,37.9,36.16,20.77,26.01,15.35,12.87,57.47,24.42,80.94,37.3,41.23,23.41,55.26
ANSURI_fem_1815,60.05,165.06,35.99,84.43,72.61,93.73,102.07,55.54,37.24,36.3,21.78,25.8,15.58,14.42,58.11,25.57,80.85,39.98,39.97,22.36,54.11
ANSURI_fem_1816,59.55,154.28,36.01,91.37,80.58,95.67,105.11,56.64,37.35,36.05,20.46,25.52,14.59,14.43,51.6,22.18,71.85,38.41,37.05,22.46,53.34
ANSURI_fem_1817,55.75,152.79,35.64,89.26,78.51,94.0,98.87,53.3,35.45,33.38,20.72,24.5,15.12,14.09,49.82,22.11,69.17,38.15,34.6,25.02,53.48
ANSURI_fem_1818,67.42,158.92,37.54,94.39,81.73,99.97,107.76,60.82,38.94,38.15,21.99,27.28,15.59,13.26,54.39,23.51,74.65,37.45,38.25,24.47,54.92
ANSURI_fem_1819,59.39,153.16,37.36,96.4,82.61,95.61,102.81,54.27,35.63,33.77,19.96,25.9,15.22,12.67,53.69,23.12,71.29,35.96,35.72,24.97,55.01
ANSURI_fem_1820,56.0,158.03,35.86,88.8,77.19,92.48,98.81,55.58,34.25,33.07,19.22,23.93,14.26,12.34,52.08,21.95,76.13,35.95,39.21,23.52,56.61
ANSURI_fem_1821,55.52,154.97,35.87,89.07,74.91,90.91,101.61,54.91,35.95,35.11,20.78,24.76,14.92,13.33,50.54,21.91,72.62,39.14,37.26,22.03,52.32
ANSURI_fem_1822,64.96,162.16,37.09,92.49,74.75,100.08,101.96,60.03,40.31,36.99,21.17,24.49,15.16,13.89,52.44,22.55,75.65,37.85,38.42,24.0,54.84
ANSURI_fem_1823,66.92,164.6,35.95,90.35,78.13,101.89,101.66,60.59,39.58,37.41,21.08,24.62,14.86,13.3,58.97,25.94,81.41,37.01,40.77,24.79,55.92
ANSURI_fem_1824,50.26,154.12,33.51,83.14,67.49,88.47,93.78,54.49,35.77,34.65,19.74,23.48,13.66,13.68,50.59,23.31,73.05,35.63,36.34,21.56,56.67
ANSURI_fem_1825,71.24,168.61,36.4,95.71,82.74,104.29,104.82,61.5,39.65,35.43,20.17,24.29,14.24,13.41,58.14,25.2,82.11,38.81,41.52,25.94,56.09
ANSURI_fem_1826,64.0,159.68,34.59,91.19,81.86,101.34,101.69,58.39,38.27,34.62,20.72,24.84,15.24,13.74,54.76,23.82,76.12,39.99,38.24,24.97,55.46
ANSURI_fem_1827,77.01,173.17,38.2,99.92,84.2,103.68,108.54,63.06,39.56,37.05,21.01,26.12,16.04,14.98,59.21,26.03,84.6,41.06,43.01,28.13,57.47
ANSURI_fem_1828,61.29,163.33,35.32,90.75,75.89,94.48,99.91,56.48,37.99,35.23,20.26,24.83,15.35,14.08,53.2,22.37,76.39,41.71,38.75,25.22,55.23
ANSURI_fem_1829,62.48,163.7,37.38,89.16,83.56,96.52,103.11,56.85,36.06,33.24,19.08,26.37,15.02,13.22,57.71,25.65,80.79,37.33,41.04,23.88,55.46
ANSURI_fem_1830,56.97,159.07,35.46,87.59,77.01,94.09,98.41,53.75,38.28,33.28,19.73,24.37,14.03,13.89,51.17,21.95,74.69,39.0,37.48,23.37,52.69
ANSURI_fem_1831,66.32,163.85,37.22,90.54,77.04,99.34,105.38,60.62,38.57,37.43,21.27,26.4,15.32,14.8,54.81,23.12,78.19,38.32,39.66,24.1,56.6
ANSURI_fem_1832,54.68,154.82,35.4,83.25,70.1,91.36,101.19,55.95,37.13,33.76,19.41,24.97,14.88,13.71,54.73,24.71,74.4,36.41,38.34,22.8,54.83
ANSURI_fem_1833,67.27,168.63,34.9,92.29,78.08,100.24,104.89,59.32,37.42,36.83,21.69,24.7,14.61,14.85,56.32,23.35,81.49,40.71,41.76,25.49,55.31
ANSURI_fem_1834,91.24,171.78,41.31,114.38,106.48,111.1,112.66,68.03,40.2,36.95,20.89,26.22,15.68,14.11,54.98,24.47,79.56,42.3,41.88,31.86,58.6
ANSURI_fem_1835,59.05,164.44,35.72,86.93,75.02,94.03,101.44,56.58,35.19,35.33,19.46,23.58,14.08,13.85,55.95,23.8,80.38,38.77,40.97,22.95,54.01
ANSURI_fem_1836,51.67,156.94,35.39,84.83,71.09,89.01,97.16,53.35,33.88,31.43,19.13,23.59,13.85,13.71,53.87,23.48,75.71,36.99,38.19,23.33,54.73
